timestamp,http_code,time_total,result
2026-08-27T14:35:31.3NZ,200,0.005975,success
2026-08-27T14:35:31.3NZ,200,0.014083,success
2026-08-27T14:35:31.3NZ,200,0.010565,success
2026-08-27T14:35:31.3NZ,200,0.007618,success
2026-08-27T14:35:31.3NZ,200,0.009209,success
2026-08-27T14:35:31.3NZ,200,0.007813,success
2026-08-27T14:35:32.3NZ,200,0.008768,success
2026-08-27T14:35:32.3NZ,200,0.064370,success
2026-08-27T14:35:32.3NZ,200,0.007201,success
2026-08-27T14:35:32.3NZ,200,0.005359,success
2026-08-27T14:35:32.3NZ,200,0.004320,success
2026-08-27T14:35:32.3NZ,200,0.009962,success
2026-08-27T14:35:33.3NZ,200,0.006549,success
2026-08-27T14:35:33.3NZ,200,0.010567,success
2026-08-27T14:35:33.3NZ,200,0.010139,success
2026-08-27T14:35:33.3NZ,200,0.014322,success
2026-08-27T14:35:33.3NZ,200,0.008644,success
2026-08-27T14:35:33.3NZ,200,0.007408,success
2026-08-27T14:35:33.3NZ,200,0.006731,success
2026-08-27T14:35:34.3NZ,200,0.005926,success
2026-08-27T14:35:34.3NZ,200,0.008308,success
2026-08-27T14:35:34.3NZ,200,0.007483,success
2026-08-27T14:35:34.3NZ,200,0.007745,success
2026-08-27T14:35:34.3NZ,200,0.007788,success
2026-08-27T14:35:34.3NZ,200,0.010921,success
2026-08-27T14:35:34.3NZ,200,0.008107,success
2026-08-27T14:35:35.3NZ,200,0.008059,success
2026-08-27T14:35:35.3NZ,200,0.009501,success
2026-08-27T14:35:35.3NZ,200,0.011612,success
2026-08-27T14:35:35.3NZ,200,0.011177,success
2026-08-27T14:35:35.3NZ,200,0.009749,success
2026-08-27T14:35:35.3NZ,200,0.011632,success
2026-08-27T14:35:36.3NZ,200,0.010330,success
2026-08-27T14:35:36.3NZ,200,0.008276,success
2026-08-27T14:35:36.3NZ,200,0.009246,success
2026-08-27T14:35:36.3NZ,200,0.005995,success
2026-08-27T14:35:36.3NZ,200,0.005806,success
2026-08-27T14:35:36.3NZ,200,0.007766,success
2026-08-27T14:35:36.3NZ,200,0.007084,success
2026-08-27T14:35:37.3NZ,200,0.009334,success
2026-08-27T14:35:37.3NZ,200,0.007803,success
2026-08-27T14:35:37.3NZ,200,0.005561,success
2026-08-27T14:35:37.3NZ,200,0.005406,success
2026-08-27T14:35:37.3NZ,200,0.007998,success
2026-08-27T14:35:37.3NZ,200,0.008669,success
2026-08-27T14:35:37.3NZ,200,0.008128,success
2026-08-27T14:35:38.3NZ,200,0.009888,success
2026-08-27T14:35:38.3NZ,200,0.005777,success
2026-08-27T14:35:38.3NZ,200,0.005490,success
2026-08-27T14:35:38.3NZ,200,0.006382,success
2026-08-27T14:35:38.3NZ,200,0.008049,success
2026-08-27T14:35:38.3NZ,200,0.008946,success
2026-08-27T14:35:38.3NZ,200,0.011575,success
2026-08-27T14:35:39.3NZ,200,0.008061,success
2026-08-27T14:35:39.3NZ,200,0.008922,success
2026-08-27T14:35:39.3NZ,200,0.009767,success
2026-08-27T14:35:39.3NZ,200,0.008367,success
2026-08-27T14:35:39.3NZ,200,0.004608,success
2026-08-27T14:35:39.3NZ,200,0.004396,success
2026-08-27T14:35:39.3NZ,200,0.008516,success
2026-08-27T14:35:40.3NZ,200,0.008046,success
2026-08-27T14:35:40.3NZ,200,0.007516,success
2026-08-27T14:35:40.3NZ,200,0.010572,success
2026-08-27T14:35:40.3NZ,200,0.009518,success
2026-08-27T14:35:40.3NZ,200,0.007846,success
2026-08-27T14:35:40.3NZ,200,0.010994,success
2026-08-27T14:35:41.3NZ,200,0.010483,success
2026-08-27T14:35:41.3NZ,200,0.012778,success
2026-08-27T14:35:41.3NZ,200,0.013084,success
2026-08-27T14:35:41.3NZ,200,0.007779,success
2026-08-27T14:35:41.3NZ,200,0.023729,success
2026-08-27T14:35:41.3NZ,200,0.006590,success
2026-08-27T14:35:41.3NZ,200,0.005294,success
2026-08-27T14:35:42.3NZ,200,0.007528,success
2026-08-27T14:35:42.3NZ,200,0.007996,success
2026-08-27T14:35:42.3NZ,200,0.008788,success
2026-08-27T14:35:42.3NZ,200,0.008358,success
2026-08-27T14:35:42.3NZ,200,0.016811,success
2026-08-27T14:35:42.3NZ,200,0.012945,success
2026-08-27T14:35:43.3NZ,200,0.010074,success
2026-08-27T14:35:43.3NZ,200,0.009777,success
2026-08-27T14:35:43.3NZ,200,0.010163,success
2026-08-27T14:35:43.3NZ,200,0.011368,success
2026-08-27T14:35:43.3NZ,200,0.010098,success
2026-08-27T14:35:43.3NZ,200,0.009606,success
2026-08-27T14:35:43.3NZ,200,0.007956,success
2026-08-27T14:35:44.3NZ,200,0.008276,success
2026-08-27T14:35:44.3NZ,200,0.008591,success
2026-08-27T14:35:44.3NZ,200,0.012800,success
2026-08-27T14:35:44.3NZ,200,0.010666,success
2026-08-27T14:35:44.3NZ,200,0.015751,success
2026-08-27T14:35:44.3NZ,200,0.012768,success
2026-08-27T14:35:44.3NZ,200,0.010425,success
2026-08-27T14:35:45.3NZ,200,0.015211,success
2026-08-27T14:35:45.3NZ,200,0.008743,success
2026-08-27T14:35:45.3NZ,200,0.009686,success
2026-08-27T14:35:45.3NZ,200,0.012052,success
2026-08-27T14:35:45.3NZ,200,0.010368,success
2026-08-27T14:35:45.3NZ,200,0.015351,success
2026-08-27T14:35:46.3NZ,200,0.009149,success
2026-08-27T14:35:46.3NZ,200,0.008540,success
2026-08-27T14:35:46.3NZ,200,0.008370,success
2026-08-27T14:35:46.3NZ,200,0.009732,success
2026-08-27T14:35:46.3NZ,200,0.007826,success
2026-08-27T14:35:46.3NZ,200,0.006520,success
2026-08-27T14:35:46.3NZ,200,0.010002,success
2026-08-27T14:35:47.3NZ,200,0.008290,success
2026-08-27T14:35:47.3NZ,200,0.007993,success
2026-08-27T14:35:47.3NZ,200,0.014140,success
2026-08-27T14:35:47.3NZ,200,0.010714,success
